id,author_name,last_updated,rating,version,title,content,intention,classified intention
4281163774,NGambino,2025-07-09T05:54:52-07:00,1,21.0.2,App is trash,This app is trash. Why make an app where you can “change your plan” or anything else but the only thing that works on it is paying your bill. Of course you get our money but don’t care if we want to change our plan or anything else. And if we call we stay on the line for ours…. Ohh and I’d like to know why I’m paying for a streaming service that I never agreed to pay for…. Guess ima have to wait on the line for hours till someone picks up,Express dissatisfaction,General Feedback
4280144408,Tom47474747,2025-07-08T23:32:32-07:00,1,21.0.2,I pay extra for this?,Verizon’s app can’t process my payment from my Visa or Amex. Never had this problem with T-Mobile.,Payment processing issue,Account & Billing
4279718412,Fri1ne,2025-07-08T20:30:26-07:00,5,21.0.2,Satisfecha,"Estoy muy satisfecha y contenta con el servicio de Verizon, excelente internet y muy buen plan de teléfono celular.
Y lo mejor que cada año te regalan algo por ser parte de ellos.
Cinco estrellas!",Highly satisfied customer.,General Feedback
4279359694,Bkurz_NYC,2025-07-08T18:09:44-07:00,1,21.0.2,Terrible Customer Service,"I’ve had Verizon Fios as my internet provider for over 7 years and this service has gone dramatically down hill. In the past, excellent customer support to help with any needs…….but now you get:

- a chat agent that will tell you he is already helping 4 other people and can’t help you
- a 2 hour wait for a snide live agent that is dismissive and belittling
- a 2 hour wait for semi helpful agent
- 1 week of no response from Verizon for their faulty gear
- 11 months of sneaky overcharging your account

This service has gone down hill and can no long recommend since Verizon does not care if the product you pay for works or not.",Warning others about service.,Customer Support
4279211704,ECB71,2025-07-08T17:10:50-07:00,2,21.0.2,Poor performance.,App is laggy and takes an absurd amount of time to pull up any info from the internet.  No biometric login functionality which is table stakes anymore. Just a mediocre app from a mediocre company,Dissatisfied with app,technical/platform issues
4278068212,Stepan Nn,2025-07-08T10:20:52-07:00,4,21.0.2,Bug with removing user,"I have two users with the application, and “Remove User” button doesn’t work. Deleting & re-installing app doesn’t help, as user info is somehow preserved (and I don’t know how to fully remove it)",Report a bug,technical/platform issues
4277947376,Steve Aokalani,2025-07-08T09:44:01-07:00,3,21.0.2,Timeout problem,"Timeout should give option to continue, not just cancel entire transaction.",Option to continue.,Customer Support
4277838767,Eshah06,2025-07-08T09:11:41-07:00,1,21.0.2,Worst Service,"It’s the worst service I have ever experienced, they kept my order on hold for no reason, I have talked to hundreds of live agents and customer service rep they all transferring my calls and chats to other agents, none of them is able to fix this issue. Very disappointing service. Keeping someone on hold forever and not doing a single thing. I will never recommend anyone to install their services at all.",Negative service experience.,Customer Support
4277712128,Tmrock99,2025-07-08T08:35:02-07:00,5,21.0.2,Verizon app!!,"An easy and efficient way to view my account
Perfect !
Thank You!!",Positive account viewing,Account & Billing
4276892411,eff you fifa,2025-07-08T04:32:18-07:00,1,21.0.2,Navigation and functionality are terrible,It is a giant pain to pay a bill. I’m not sure why. The functionality of the app fails at so many points in routing and the GUI is just terrible.,App functionality issues,technical/platform issues
4275865265,Hillbillycountry79,2025-07-07T21:33:34-07:00,5,21.0.2,Hereabouts sent,You guys are awesome people and amazing service too,"Positive, appreciative feedback.",General Feedback
4275744724,C-Haus,2025-07-07T20:42:12-07:00,5,21.0.2,Upgraded,This App is phenomenally intuitive and actually fun to use for managing upgrades and plans.,"Positive experience, managing plans.",General Feedback
4275526810,comonsense40,2025-07-07T19:15:33-07:00,1,21.0.2,B,Stop with the ai and computerized system,Dislikes AI systems,General Feedback
4275280556,tom4270,2025-07-07T17:39:54-07:00,1,21.0.2,Horrible,Crashes all the time.  Does not work. Very frustrating.,Extremely dissatisfied customer.,Customer Support
4274460318,ash_anon,2025-07-07T12:28:23-07:00,1,21.0.2,You should be ashamed,"I am flabbergasted at Verizon’s market cap, and there total incompetence at delivering simple features. I think it is shameful that so many engineers are getting paid big bucks from customers’ pockets with such a remarkably pathetic product.

- The UI/UX is terrible. Why do I have to click so deep in to see service information for what I’m paying for? Why are the immediate links to pay for new stuff I don’t want?
- If you claim “make sure to turn on notifications so you don’t have to wait around on your phone for us” for the customer service chat, then new messages should actually SEND a notification! Before anyone asks, yes I verified multiple times that my notifications were on and sound was on. Multiple other app notifications worked just fine
- It is ridiculous that we have to “keep the chat active” by sending messages to not get removed from the chat queue. I mean, there’s no way this isn’t a solved problem.",Complaining about incompetence.,Customer Support
4274415653,MalibuDrew4454,2025-07-07T12:13:16-07:00,5,21.0.2,yea teacher.,Good sister breaks,Good sister breaks,General Feedback
4274392808,Mwingfighter,2025-07-07T12:05:38-07:00,1,21.0.2,Search broken,"The search function is broken. On the website when searching by number or user name, search will return a hyperlink that’ll take you to a details screen. Inputting a username in the app will return a list that has no links and no associated numbers. Useless.",Search function broken,technical/platform issues
4274360176,Nonicatlyn,2025-07-07T11:54:48-07:00,1,21.0.2,What a Joke,My Verizon app is in Spanish. I do NOT read or speak Spanish!! I have tried fixing this issue for over a year now with ZERO results other than ZERO results!! I will once again delete the app as to NOT waste any more of my time trying to get help with fixing it!! Not happy at all with the lack of help and knowledge!!,App language issue,technical/platform issues
4272433419,zaren999,2025-07-07T01:32:39-07:00,1,21.0.2,doesn’t work.,can’t open the app at all without it immediately crashing.,App crashing issue.,technical/platform issues
4270068713,Fraudulent misrepresentation,2025-07-06T09:56:06-07:00,1,21.0.2,Fraudulent misrepresentation from every person that answers the phone,"I’ve been with you all for over 20 years. I expect to hear from the supervisor Layla to whom I already had an agreement with on a new contract with new phones at $132.99 a month. She was supposed to contact me yesterday on the fifth after 12 PM when I call back, I should’ve had to have went through a five minute conversation of paying out my phones off and paying the taxes and activation fees on these new phones and at five minute conversation with a salesman that was trying to tell me that he could not access that information that his agreement was going to be over 200 dollars a month and stayed on the phone with him for 59 minutes. I wish I had been on the phone with the supervisor Layla for hour and 20 minutes setting up our new arrangements in which the man I talk to yesterday said he couldn’t access that information. I am totally upset. I’ve been waiting on an engineer for eight months to come and see about our phone service. If you look at our records, how many times I have called complaining. About our service an engineer was supposed to call me and they were supposed to come out nobody calls. Nobody shows up your company hast to have the worst communication system and customer service of anybody that I’ve ever dealt with and I’ve been with you all for years and you’ve never had no complaints about me up until the past two or three years and that is sad to say. I expect a phone call from supervisor Layla to finish the agreement that we had by 6 o’clock today. I’m tired of staying on the phone wasting all these hours and hours and getting different stories every time.",Resolve contract dispute,Account & Billing
